Game,Team,spread_barttorvik,win_prob_barttorvik,projected_total_barttorvik,spread_drating,win_prob_drating,projected_total_drating,spread_evanmiya,win_prob_evanmiya,projected_total_evanmiya,spread_kenpom,win_prob_kenpom,projected_total_kenpom,spread_massey,win_prob_massey,projected_total_massey,Opening Moneyline,Moneyline Win Probability,Opening Spread,theoddsapi_total,Moneyline Edge,average_total
Kent State vs Bowling Green,Bowling Green,,,,,,,-10.5,0.175,136.7,,,,,,,,0.175,,,,136.7
Kent State vs Bowling Green,Kent State,,,,,,,10.5,0.825,136.7,,,,,,,,0.825,,,,136.7
Kentucky vs Arkansas,Arkansas,,,,,,,-11.1,0.16899999999999998,157.3,,,,,,,,0.16899999999999998,,,,157.3
Kentucky vs Arkansas,Kentucky,,,,,,,11.1,0.831,157.3,,,,,,,,0.831,,,,157.3
LA Clippers vs Boston,Boston,,,,,,,,,,,,,-5.5,0.64,217.0,,0.64,,,,217.0
LA Clippers vs Boston,LA Clippers,,,,,,,,,,,,,5.5,0.36,217.0,,0.36,,,,217.0
LA Clippers vs Chicago,Chicago,,,,,,,,,,,,,8.5,0.26,226.0,,0.26,,,,226.0
LA Clippers vs Chicago,LA Clippers,,,,,,,,,,,,,-8.5,0.74,226.0,,0.74,,,,226.0
LA Lakers vs Washington,LA Lakers,,,,,,,,,,,,,-13.5,0.8,229.0,,0.8,,,,229.0
LA Lakers vs Washington,Washington,,,,,,,,,,,,,13.5,0.2,229.0,,0.2,,,,229.0
LSU vs Auburn,Auburn,,,,,,,11.4,0.843,148.7,,,,,,,,0.843,,,,148.7
LSU vs Auburn,LSU,,,,,,,-11.4,0.157,148.7,,,,,,,,0.157,,,,148.7
La Salle vs Duquesne,Duquesne,,,,,,,,,,,,,-8.5,0.74,139.0,,0.74,,,,139.0
La Salle vs Duquesne,La Salle,,,,,,,,,,,,,8.5,0.26,139.0,,0.26,,,,139.0
La Salle vs Fordham,Fordham,,,,,,,-4.7,0.344,149.1,,,,,,,,0.344,,,,149.1
La Salle vs Fordham,La Salle,,,,,,,4.7,0.6559999999999999,149.1,,,,,,,,0.6559999999999999,,,,149.1
La Salle vs Rhode Island,La Salle,,,,,,,-1.9,0.435,151.1,,,,,,,,0.435,,,,151.1
La Salle vs Rhode Island,Rhode Island,,,,,,,1.9,0.565,151.1,,,,,,,,0.565,,,,151.1
Lafayette vs American,American,,,,,,,-0.2,0.493,131.5,,,,,,,,0.493,,,,131.5
Lafayette vs American,Lafayette,,,,,,,0.2,0.507,131.5,,,,,,,,0.507,,,,131.5
Lafayette vs Loyola MD,Lafayette,,,,,,,,,,,,,1.5,0.47,118.0,,0.47,,,,118.0
Lafayette vs Loyola MD,Loyola MD,,,,,,,,,,,,,-1.5,0.53,118.0,,0.53,,,,118.0
Lamar vs Northwestern State,Lamar,,,,,,,6.1,0.713,133.9,,,,,,,,0.713,,,,133.9
Lamar vs Northwestern State,Northwestern State,,,,,,,-6.1,0.287,133.9,,,,,,,,0.287,,,,133.9
Lamar vs Texas A&M-Commerce,Lamar,,,,,,,12.8,0.8759999999999999,135.7,,,,,,,,0.8759999999999999,,,,135.7
Lamar vs Texas A&M-Commerce,Texas A&M-Commerce,,,,,,,-12.8,0.124,135.7,,,,,,,,0.124,,,,135.7
Le Moyne vs Central Connecticut,Central Connecticut,,,,,,,5.8,0.7020000000000001,136.2,,,,,,,,0.7020000000000001,,,,136.2
Le Moyne vs Central Connecticut,Le Moyne,,,,,,,-5.8,0.298,136.2,,,,,,,,0.298,,,,136.2
Lehigh vs American Univ,American Univ,,,,,,,,,,,,,16.5,0.09,128.0,,0.09,,,,128.0
Lehigh vs American Univ,Lehigh,,,,,,,,,,,,,-16.5,0.91,128.0,,0.91,,,,128.0
Lehigh vs Lafayette,Lafayette,,,,,,,-1.8,0.43700000000000006,136.2,,,,,,,,0.43700000000000006,,,,136.2
Lehigh vs Lafayette,Lehigh,,,,,,,1.8,0.563,136.2,,,,,,,,0.563,,,,136.2
Lehigh vs Navy,Lehigh,,,,,,,2.2,0.5760000000000001,142.4,,,,,,,,0.5760000000000001,,,,142.4
Lehigh vs Navy,Navy,,,,,,,-2.2,0.424,142.4,,,,,,,,0.424,,,,142.4
Lindenwood vs Arkansas-Little Rock,Arkansas-Little Rock,,,,,,,3.8,0.632,135.0,,,,,,,,0.632,,,,135.0
Lindenwood vs Arkansas-Little Rock,Lindenwood,,,,,,,-3.8,0.368,135.0,,,,,,,,0.368,,,,135.0
Lindenwood vs SIU Edwardsville,Lindenwood,,,,,,,-2.9,0.397,134.0,,,,,,,,0.397,,,,134.0
Lindenwood vs SIU Edwardsville,SIU Edwardsville,,,,,,,2.9,0.603,134.0,,,,,,,,0.603,,,,134.0
Lindenwood vs Southeast Missouri State,Lindenwood,,,,,,,-1.7,0.44,139.0,,,,,,,,0.44,,,,139.0
Lindenwood vs Southeast Missouri State,Southeast Missouri State,,,,,,,1.7,0.56,139.0,,,,,,,,0.56,,,,139.0
Lipscomb vs Eastern Kentucky,Eastern Kentucky,,,,,,,-14.9,0.092,148.4,,,,,,,,0.092,,,,148.4
Lipscomb vs Eastern Kentucky,Lipscomb,,,,,,,14.9,0.9079999999999999,148.4,,,,,,,,0.9079999999999999,,,,148.4
Long Beach State vs UC Irvine,Long Beach State,,,,,,,-17.4,0.059000000000000004,136.0,,,,,,,,0.059000000000000004,,,,136.0
Long Beach State vs UC Irvine,UC Irvine,,,,,,,17.4,0.941,136.0,,,,,,,,0.941,,,,136.0
Long Island vs Central Connecticut,Central Connecticut,,,,,,,2.5,0.59,124.9,,,,,,,,0.59,,,,124.9
Long Island vs Central Connecticut,Long Island,,,,,,,-2.5,0.41,124.9,,,,,,,,0.41,,,,124.9
Longwood vs Radford,Longwood,,,,,,,,,,,,,-7.5,0.69,129.0,,0.69,,,,129.0
Longwood vs Radford,Radford,,,,,,,,,,,,,7.5,0.31,129.0,,0.31,,,,129.0
Longwood vs South Carolina Upstate,Longwood,,,,,,,15.3,0.9059999999999999,152.9,,,,,,,,0.9059999999999999,,,,152.9
Longwood vs South Carolina Upstate,South Carolina Upstate,,,,,,,-15.3,0.094,152.9,,,,,,,,0.094,,,,152.9
Louisiana Tech vs Middle Tennessee,Louisiana Tech,,,,,,,2.1,0.5760000000000001,138.9,,,,,,,,0.5760000000000001,,,,138.9
Louisiana Tech vs Middle Tennessee,Middle Tennessee,,,,,,,-2.1,0.424,138.9,,,,,,,,0.424,,,,138.9
Louisiana Tech vs Western Kentucky,Louisiana Tech,,,,,,,3.6,0.623,143.1,,,,,,,,0.623,,,,143.1
Louisiana Tech vs Western Kentucky,Western Kentucky,,,,,,,-3.6,0.377,143.1,,,,,,,,0.377,,,,143.1
Louisiana-Lafayette vs Southern Mississippi,Louisiana-Lafayette,,,,,,,-1.0,0.46299999999999997,143.8,,,,,,,,0.46299999999999997,,,,143.8
Louisiana-Lafayette vs Southern Mississippi,Southern Mississippi,,,,,,,1.0,0.537,143.8,,,,,,,,0.537,,,,143.8
Louisiana-Lafayette vs Texas State,Louisiana-Lafayette,,,,,,,-5.9,0.294,142.3,,,,,,,,0.294,,,,142.3
Louisiana-Lafayette vs Texas State,Texas State,,,,,,,5.9,0.706,142.3,,,,,,,,0.706,,,,142.3
Louisiana-Monroe vs Appalachian State,Appalachian State,,,,,,,12.9,0.8809999999999999,129.3,,,,,,,,0.8809999999999999,,,,129.3
Louisiana-Monroe vs Appalachian State,Louisiana-Monroe,,,,,,,-12.9,0.11900000000000001,129.3,,,,,,,,0.11900000000000001,,,,129.3
Louisiana-Monroe vs South Alabama,Louisiana-Monroe,,,,,,,-10.3,0.172,131.4,,,,,,,,0.172,,,,131.4
Louisiana-Monroe vs South Alabama,South Alabama,,,,,,,10.3,0.828,131.4,,,,,,,,0.828,,,,131.4
Louisville vs Wake Forest,Louisville,,,,,,,5.4,0.685,142.6,,,,,,,,0.685,,,,142.6
Louisville vs Wake Forest,Wake Forest,,,,,,,-5.4,0.315,142.6,,,,,,,,0.315,,,,142.6
Loyola Chicago vs Fordham,Fordham,,,,,,,-8.8,0.21899999999999997,146.1,,,,,,,,0.21899999999999997,,,,146.1
Loyola Chicago vs Fordham,Loyola Chicago,,,,,,,8.8,0.7809999999999999,146.1,,,,,,,,0.7809999999999999,,,,146.1
Loyola Maryland vs Holy Cross,Holy Cross,,,,,,,-4.1,0.354,143.1,,,,,,,,0.354,,,,143.1
Loyola Maryland vs Holy Cross,Loyola Maryland,,,,,,,4.1,0.6459999999999999,143.1,,,,,,,,0.6459999999999999,,,,143.1
Loyola Maryland vs Lafayette,Lafayette,,,,,,,-1.9,0.431,136.0,,,,,,,,0.431,,,,136.0
Loyola Maryland vs Lafayette,Loyola Maryland,,,,,,,1.9,0.569,136.0,,,,,,,,0.569,,,,136.0
Loyola Marymount vs Portland,Loyola Marymount,,,,,,,11.0,0.8370000000000001,141.2,,,,,,,,0.8370000000000001,,,,141.2
Loyola Marymount vs Portland,Portland,,,,,,,-11.0,0.163,141.2,,,,,,,,0.163,,,,141.2
Maine vs New Hampshire,Maine,,,,,,,15.2,0.915,133.0,,,,,,,,0.915,,,,133.0
Maine vs New Hampshire,New Hampshire,,,,,,,-15.2,0.085,133.0,,,,,,,,0.085,,,,133.0
Manhattan vs Fairfield,Fairfield,,,,,,,-4.1,0.35700000000000004,150.1,,,,,,,,0.35700000000000004,,,,150.1
Manhattan vs Fairfield,Manhattan,,,,,,,4.1,0.643,150.1,,,,,,,,0.643,,,,150.1
Manhattan vs Iona,Iona,,,,,,,0.8,0.529,145.5,,,,,,,,0.529,,,,145.5
Manhattan vs Iona,Manhattan,,,,,,,-0.8,0.47100000000000003,145.5,,,,,,,,0.47100000000000003,,,,145.5
Marist vs Siena,Marist,,,,,,,5.8,0.703,126.0,,,,,,,,0.703,,,,126.0
Marist vs Siena,Siena,,,,,,,-5.8,0.297,126.0,,,,,,,,0.297,,,,126.0
Marquette vs Connecticut,Connecticut,,,,,,,-5.5,0.307,145.0,,,,,,,,0.307,,,,145.0
Marquette vs Connecticut,Marquette,,,,,,,5.5,0.693,145.0,,,,,,,,0.693,,,,145.0
Marquette vs Villanova,Marquette,,,,,,,7.9,0.765,144.6,,,,,,,,0.765,,,,144.6
Marquette vs Villanova,Villanova,,,,,,,-7.9,0.235,144.6,,,,,,,,0.235,,,,144.6
Marshall vs Ga Southern,Ga Southern,,,,,,,,,,,,,8.5,0.27,143.0,,0.27,,,,143.0
Marshall vs Ga Southern,Marshall,,,,,,,,,,,,,-8.5,0.73,143.0,,0.73,,,,143.0
Marshall vs Georgia State,Georgia State,,,,,,,-11.6,0.155,143.9,,,,,,,,0.155,,,,143.9
Marshall vs Georgia State,Marshall,,,,,,,11.6,0.845,143.9,,,,,,,,0.845,,,,143.9
Maryland vs Wisconsin,Maryland,,,,,,,2.8,0.598,148.0,,,,,,,,0.598,,,,148.0
Maryland vs Wisconsin,Wisconsin,,,,,,,-2.8,0.402,148.0,,,,,,,,0.402,,,,148.0
Maryland-Eastern Shore vs Delaware State,Delaware State,,,,,,,3.5,0.621,143.8,,,,,,,,0.621,,,,143.8
Maryland-Eastern Shore vs Delaware State,Maryland-Eastern Shore,,,,,,,-3.5,0.379,143.8,,,,,,,,0.379,,,,143.8
Massachusetts vs George Washington,George Washington,,,,,,,0.0,0.501,149.3,,,,,,,,0.501,,,,149.3
Massachusetts vs George Washington,Massachusetts,,,,,,,-0.0,0.499,149.3,,,,,,,,0.499,,,,149.3
Memphis vs Charlotte,Charlotte,,,,,,,,,,,,,11.5,0.19,229.0,,0.19,,,,229.0
Memphis vs Charlotte,Memphis,,,,,,,,,,,,,-11.5,0.81,229.0,,0.81,,,,229.0
Memphis vs UAB,Memphis,,,,,,,8.8,0.7759999999999999,160.1,,,,,,,,0.7759999999999999,,,,160.1
Memphis vs UAB,UAB,,,,,,,-8.8,0.22399999999999998,160.1,,,,,,,,0.22399999999999998,,,,160.1
Memphis vs Wichita State,Memphis,,,,,,,12.1,0.853,153.4,,,,,,,,0.853,,,,153.4
Memphis vs Wichita State,Wichita State,,,,,,,-12.1,0.147,153.4,,,,,,,,0.147,,,,153.4
Mercer vs Furman,Furman,,,,,,,3.3,0.615,144.4,,,,,,,,0.615,,,,144.4
Mercer vs Furman,Mercer,,,,,,,-3.3,0.385,144.4,,,,,,,,0.385,,,,144.4
Mercer vs The Citadel,Mercer,,,,,,,12.3,0.863,140.7,,,,,,,,0.863,,,,140.7
Mercer vs The Citadel,The Citadel,,,,,,,-12.3,0.13699999999999998,140.7,,,,,,,,0.13699999999999998,,,,140.7
Mercyhurst vs Long Island,Long Island,,,,,,,2.3,0.583,129.3,,,,,,,,0.583,,,,129.3
Mercyhurst vs Long Island,Mercyhurst,,,,,,,-2.3,0.41700000000000004,129.3,,,,,,,,0.41700000000000004,,,,129.3
Mercyhurst vs Saint Francis (PA),Mercyhurst,,,,,,,-0.2,0.493,136.5,,,,,,,,0.493,,,,136.5
Mercyhurst vs Saint Francis (PA),Saint Francis (PA),,,,,,,0.2,0.507,136.5,,,,,,,,0.507,,,,136.5
Mercyhurst vs Wagner,Mercyhurst,,,,,,,-0.6,0.47600000000000003,121.6,,,,,,,,0.47600000000000003,,,,121.6
Mercyhurst vs Wagner,Wagner,,,,,,,0.6,0.524,121.6,,,,,,,,0.524,,,,121.6
Merrimack vs Mount St. Mary's,Merrimack,,,,,,,7.1,0.741,130.2,,,,,,,,0.741,,,,130.2
Merrimack vs Mount St. Mary's,Mount St. Mary's,,,,,,,-7.1,0.259,130.2,,,,,,,,0.259,,,,130.2
Miami (Fla.) vs Virginia,Miami (Fla.),,,,,,,0.8,0.529,137.2,,,,,,,,0.529,,,,137.2
Miami (Fla.) vs Virginia,Virginia,,,,,,,-0.8,0.47100000000000003,137.2,,,,,,,,0.47100000000000003,,,,137.2
Miami (Ohio) vs Bowling Green,Bowling Green,,,,,,,-11.4,0.159,149.4,,,,,,,,0.159,,,,149.4
Miami (Ohio) vs Bowling Green,Miami (Ohio),,,,,,,11.4,0.841,149.4,,,,,,,,0.841,,,,149.4
Miami (Ohio) vs Eastern Michigan,Eastern Michigan,,,,,,,-14.7,0.095,149.4,,,,,,,,0.095,,,,149.4
Miami (Ohio) vs Eastern Michigan,Miami (Ohio),,,,,,,14.7,0.905,149.4,,,,,,,,0.905,,,,149.4
Miami OH vs Akron,Akron,,,,,,,,,,,,,7.5,0.3,123.0,,0.3,,,,123.0
Miami OH vs Akron,Miami OH,,,,,,,,,,,,,-7.5,0.7,123.0,,0.7,,,,123.0
Miami OH vs Bowling Green,Bowling Green,13.2,0.14,153.0,,,,,,,,,,10.0,0.31,150.0,,0.225,,,,151.5
Miami OH vs Bowling Green,Miami OH,-13.2,0.86,153.0,,,,,,,,,,-10.0,0.69,150.0,,0.7749999999999999,,,,151.5
Miami vs Portland,Miami,,,,,,,,,,,,,-11.0,0.78,220.0,,0.78,,,,220.0
Miami vs Portland,Portland,,,,,,,,,,,,,11.0,0.22,220.0,,0.22,,,,220.0
Michigan St vs Penn St,Michigan St,,,,,,,,,,,,,-10.5,0.78,147.0,,0.78,,,,147.0
Michigan St vs Penn St,Penn St,,,,,,,,,,,,,10.5,0.22,147.0,,0.22,,,,147.0
Michigan State vs Minnesota,Michigan State,,,,,,,14.4,0.9079999999999999,136.9,,,,,,,,0.9079999999999999,,,,136.9
Michigan State vs Minnesota,Minnesota,,,,,,,-14.4,0.092,136.9,,,,,,,,0.092,,,,136.9
Michigan vs Penn State,Michigan,,,,,,,16.3,0.9209999999999999,155.7,,,,,,,,0.9209999999999999,,,,155.7
Michigan vs Penn State,Penn State,,,,,,,-16.3,0.079,155.7,,,,,,,,0.079,,,,155.7
Middle Tennessee vs New Mexico State,Middle Tennessee,,,,,,,4.4,0.655,137.4,,,,,,,,0.655,,,,137.4
Middle Tennessee vs New Mexico State,New Mexico State,,,,,,,-4.4,0.345,137.4,,,,,,,,0.345,,,,137.4
Minnesota vs Michigan,Michigan,,,,,,,,,,,,,-3.5,0.57,137.0,,0.57,,,,137.0
Minnesota vs Michigan,Minnesota,,,,,,,,,,,,,3.5,0.43,137.0,,0.43,,,,137.0
Minnesota vs Oregon,Minnesota,,,,,,,-6.5,0.276,138.7,,,,,,,,0.276,,,,138.7
Minnesota vs Oregon,Oregon,,,,,,,6.5,0.7240000000000001,138.7,,,,,,,,0.7240000000000001,,,,138.7
Mississippi State vs Alabama,Alabama,,,,,,,2.2,0.574,164.4,,,,,,,,0.574,,,,164.4
Mississippi State vs Alabama,Mississippi State,,,,,,,-2.2,0.426,164.4,,,,,,,,0.426,,,,164.4
Mississippi State vs Missouri,Mississippi State,,,,,,,5.2,0.677,150.8,,,,,,,,0.677,,,,150.8
Mississippi State vs Missouri,Missouri,,,,,,,-5.2,0.32299999999999995,150.8,,,,,,,,0.32299999999999995,,,,150.8
Mississippi Valley State vs Grambling,Grambling,,,,,,,13.6,0.8909999999999999,129.5,,,,,,,,0.8909999999999999,,,,129.5
Mississippi Valley State vs Grambling,Mississippi Valley State,,,,,,,-13.6,0.109,129.5,,,,,,,,0.109,,,,129.5
Mississippi Valley State vs Southern,Mississippi Valley State,,,,,,,-24.0,0.016,131.2,,,,,,,,0.016,,,,131.2
Mississippi Valley State vs Southern,Southern,,,,,,,24.0,0.9840000000000001,131.2,,,,,,,,0.9840000000000001,,,,131.2
Missouri KC vs Oral Roberts,Missouri KC,,,,,,,,,,,,,8.5,0.28,146.0,,0.28,,,,146.0
Missouri KC vs Oral Roberts,Oral Roberts,,,,,,,,,,,,,-8.5,0.72,146.0,,0.72,,,,146.0
Missouri State vs Drake,Drake,,,,,,,8.7,0.7959999999999999,126.4,,,,,,,,0.7959999999999999,,,,126.4
Missouri State vs Drake,Missouri State,,,,,,,-8.7,0.204,126.4,,,,,,,,0.204,,,,126.4
Missouri vs Ole Miss,Missouri,,,,,,,-1.0,0.465,147.9,,,,,,,,0.465,,,,147.9
Missouri vs Ole Miss,Ole Miss,,,,,,,1.0,0.535,147.9,,,,,,,,0.535,,,,147.9
Missouri-Kansas City vs Saint Thomas (Minn.),Missouri-Kansas City,,,,,,,-2.3,0.41700000000000004,144.7,,,,,,,,0.41700000000000004,,,,144.7
Missouri-Kansas City vs Saint Thomas (Minn.),Saint Thomas (Minn.),,,,,,,2.3,0.583,144.7,,,,,,,,0.583,,,,144.7
Missouri-Kansas City vs South Dakota State,Missouri-Kansas City,,,,,,,-2.7,0.406,142.3,,,,,,,,0.406,,,,142.3
Missouri-Kansas City vs South Dakota State,South Dakota State,,,,,,,2.7,0.594,142.3,,,,,,,,0.594,,,,142.3
Monmouth vs Drexel,Drexel,,,,,,,0.9,0.532,131.8,,,,,,,,0.532,,,,131.8
Monmouth vs Drexel,Monmouth,,,,,,,-0.9,0.46799999999999997,131.8,,,,,,,,0.46799999999999997,,,,131.8
Montana State vs Sacramento State,Montana State,,,,,,,14.7,0.912,130.4,,,,,,,,0.912,,,,130.4
Montana State vs Sacramento State,Sacramento State,,,,,,,-14.7,0.08800000000000001,130.4,,,,,,,,0.08800000000000001,,,,130.4
Montana vs Montana State,Montana,,,,,,,-0.9,0.467,144.3,,,,,,,,0.467,,,,144.3
Montana vs Montana State,Montana State,,,,,,,0.9,0.5329999999999999,144.3,,,,,,,,0.5329999999999999,,,,144.3
Montana vs Portland State,Montana,,,,,,,1.7,0.5589999999999999,145.3,,,,,,,,0.5589999999999999,,,,145.3
Montana vs Portland State,Portland State,,,,,,,-1.7,0.441,145.3,,,,,,,,0.441,,,,145.3
Morehead State vs Southern Indiana,Morehead State,,,,,,,6.0,0.705,134.8,,,,,,,,0.705,,,,134.8
Morehead State vs Southern Indiana,Southern Indiana,,,,,,,-6.0,0.295,134.8,,,,,,,,0.295,,,,134.8
Morehead State vs Tennessee Tech,Morehead State,,,,,,,4.5,0.659,134.7,,,,,,,,0.659,,,,134.7
Morehead State vs Tennessee Tech,Tennessee Tech,,,,,,,-4.5,0.341,134.7,,,,,,,,0.341,,,,134.7
Morgan State vs Coppin State,Coppin State,,,,,,,-10.2,0.191,148.4,,,,,,,,0.191,,,,148.4
Morgan State vs Coppin State,Morgan State,,,,,,,10.2,0.809,148.4,,,,,,,,0.809,,,,148.4
Mount St. Mary's vs Manhattan,Manhattan,,,,,,,-4.3,0.353,146.2,,,,,,,,0.353,,,,146.2
Mount St. Mary's vs Manhattan,Mount St. Mary's,,,,,,,4.3,0.647,146.2,,,,,,,,0.647,,,,146.2
Murray State vs Belmont,Belmont,,,,,,,-3.4,0.379,149.9,,,,,,,,0.379,,,,149.9
Murray State vs Belmont,Murray State,,,,,,,3.4,0.621,149.9,,,,,,,,0.621,,,,149.9
NC State vs SMU,NC State,,,,,,,-3.4,0.38299999999999995,148.1,,,,,,,,0.38299999999999995,,,,148.1
NC State vs SMU,SMU,,,,,,,3.4,0.617,148.1,,,,,,,,0.617,,,,148.1
NJIT vs UMass Lowell,NJIT,,,,,,,-11.3,0.156,139.7,,,,,,,,0.156,,,,139.7
NJIT vs UMass Lowell,UMass Lowell,,,,,,,11.3,0.8440000000000001,139.7,,,,,,,,0.8440000000000001,,,,139.7
Navy vs Boston University,Boston University,,,,,,,-1.8,0.433,132.7,,,,,,,,0.433,,,,132.7
Navy vs Boston University,Navy,,,,,,,1.8,0.5670000000000001,132.7,,,,,,,,0.5670000000000001,,,,132.7
Nebraska vs Illinois,Illinois,,,,,,,7.6,0.742,150.6,,,,,,,,0.742,,,,150.6
Nebraska vs Illinois,Nebraska,,,,,,,-7.6,0.258,150.6,,,,,,,,0.258,,,,150.6
Nebraska vs USC,Nebraska,,,,,,,2.8,0.596,146.0,,,,,,,,0.596,,,,146.0
Nebraska vs USC,USC,,,,,,,-2.8,0.40399999999999997,146.0,,,,,,,,0.40399999999999997,,,,146.0
Nevada vs San Diego State,Nevada,,,,,,,1.8,0.5670000000000001,128.3,,,,,,,,0.5670000000000001,,,,128.3
Nevada vs San Diego State,San Diego State,,,,,,,-1.8,0.433,128.3,,,,,,,,0.433,,,,128.3
New Hampshire vs Bryant,Bryant,,,,,,,13.8,0.88,146.4,,,,,,,,0.88,,,,146.4
New Hampshire vs Bryant,New Hampshire,,,,,,,-13.8,0.12,146.4,,,,,,,,0.12,,,,146.4
New Mexico State vs Jacksonville State,Jacksonville State,,,,,,,-3.7,0.366,136.7,,,,,,,,0.366,,,,136.7
New Mexico State vs Jacksonville State,New Mexico State,,,,,,,3.7,0.634,136.7,,,,,,,,0.634,,,,136.7
New Mexico State vs Kennesaw State,Kennesaw State,,,,,,,-5.4,0.318,145.0,,,,,,,,0.318,,,,145.0
New Mexico State vs Kennesaw State,New Mexico State,,,,,,,5.4,0.682,145.0,,,,,,,,0.682,,,,145.0
New Orleans vs Houston Christian,Houston Christian,,,,,,,2.2,0.5760000000000001,142.6,,,,,,,,0.5760000000000001,,,,142.6
New Orleans vs Houston Christian,New Orleans,,,,,,,-2.2,0.424,142.6,,,,,,,,0.424,,,,142.6
New Orleans vs Incarnate Word,Incarnate Word,,,,,,,2.1,0.573,148.2,,,,,,,,0.573,,,,148.2
New Orleans vs Incarnate Word,New Orleans,,,,,,,-2.1,0.42700000000000005,148.2,,,,,,,,0.42700000000000005,,,,148.2
New Orleans vs Milwaukee,Milwaukee,,,,,,,,,,,,,-6.5,0.67,226.0,,0.67,,,,226.0
New Orleans vs Milwaukee,New Orleans,,,,,,,,,,,,,6.5,0.33,226.0,,0.33,,,,226.0
Niagara vs Marist,Marist,,,,,,,3.0,0.61,128.0,,,,,,,,0.61,,,,128.0
Niagara vs Marist,Niagara,,,,,,,-3.0,0.39,128.0,,,,,,,,0.39,,,,128.0
Niagara vs Sacred Heart,Niagara,,,,,,,1.3,0.546,144.5,,,,,,,,0.546,,,,144.5
Niagara vs Sacred Heart,Sacred Heart,,,,,,,-1.3,0.45399999999999996,144.5,,,,,,,,0.45399999999999996,,,,144.5
Norfolk State vs Howard,Howard,,,,,,,-11.1,0.157,153.4,,,,,,,,0.157,,,,153.4
Norfolk State vs Howard,Norfolk State,,,,,,,11.1,0.843,153.4,,,,,,,,0.843,,,,153.4
North Alabama vs Austin Peay,Austin Peay,,,,,,,-12.1,0.136,138.9,,,,,,,,0.136,,,,138.9
North Alabama vs Austin Peay,North Alabama,,,,,,,12.1,0.8640000000000001,138.9,,,,,,,,0.8640000000000001,,,,138.9
North Alabama vs Lipscomb,Lipscomb,,,,,,,4.1,0.644,145.7,,,,,,,,0.644,,,,145.7
North Alabama vs Lipscomb,North Alabama,,,,,,,-4.1,0.35600000000000004,145.7,,,,,,,,0.35600000000000004,,,,145.7
North Carolina A&T vs UNC Wilmington,North Carolina A&T,,,,,,,-7.9,0.24100000000000002,149.6,,,,,,,,0.24100000000000002,,,,149.6
North Carolina A&T vs UNC Wilmington,UNC Wilmington,,,,,,,7.9,0.759,149.6,,,,,,,,0.759,,,,149.6
North Carolina Central vs South Carolina State,North Carolina Central,,,,,,,1.0,0.536,142.3,,,,,,,,0.536,,,,142.3
North Carolina Central vs South Carolina State,South Carolina State,,,,,,,-1.0,0.46399999999999997,142.3,,,,,,,,0.46399999999999997,,,,142.3
North Carolina vs Boston College,Boston College,,,,,,,-22.5,0.023,151.5,,,,,,,,0.023,,,,151.5
North Carolina vs Boston College,North Carolina,,,,,,,22.5,0.977,151.5,,,,,,,,0.977,,,,151.5
North Dakota State vs North Dakota,North Dakota,,,,,,,-13.8,0.10400000000000001,156.6,,,,,,,,0.10400000000000001,,,,156.6
North Dakota State vs North Dakota,North Dakota State,,,,,,,13.8,0.8959999999999999,156.6,,,,,,,,0.8959999999999999,,,,156.6
North Dakota State vs South Dakota State,North Dakota State,,,,,,,3.8,0.633,153.2,,,,,,,,0.633,,,,153.2
North Dakota State vs South Dakota State,South Dakota State,,,,,,,-3.8,0.36700000000000005,153.2,,,,,,,,0.36700000000000005,,,,153.2
North Dakota vs South Dakota,North Dakota,,,,,,,0.7,0.524,173.5,,,,,,,,0.524,,,,173.5
North Dakota vs South Dakota,South Dakota,,,,,,,-0.7,0.47600000000000003,173.5,,,,,,,,0.47600000000000003,,,,173.5
North Florida vs Stetson,North Florida,,,,,,,13.4,0.877,163.5,,,,,,,,0.877,,,,163.5
North Florida vs Stetson,Stetson,,,,,,,-13.4,0.12300000000000001,163.5,,,,,,,,0.12300000000000001,,,,163.5
North Texas vs Florida Atlantic,Florida Atlantic,,,,,,,-8.5,0.218,138.8,,,,,,,,0.218,,,,138.8
North Texas vs Florida Atlantic,North Texas,,,,,,,8.5,0.782,138.8,,,,,,,,0.782,,,,138.8
North Texas vs Temple,North Texas,,,,,,,8.3,0.777,134.8,,,,,,,,0.777,,,,134.8
North Texas vs Temple,Temple,,,,,,,-8.3,0.223,134.8,,,,,,,,0.223,,,,134.8
Northeastern vs Drexel,Drexel,,,,,,,-3.5,0.376,132.9,,,,,,,,0.376,,,,132.9
Northeastern vs Drexel,Northeastern,,,,,,,3.5,0.624,132.9,,,,,,,,0.624,,,,132.9
Northeastern vs Towson,Northeastern,,,,,,,1.6,0.561,132.2,,,,,,,,0.561,,,,132.2
Northeastern vs Towson,Towson,,,,,,,-1.6,0.439,132.2,,,,,,,,0.439,,,,132.2
Northern Illinois vs Akron,Akron,,,,,,,17.0,0.925,149.7,,,,,,,,0.925,,,,149.7
Northern Illinois vs Akron,Northern Illinois,,,,,,,-17.0,0.075,149.7,,,,,,,,0.075,,,,149.7
Northern Illinois vs Ball State,Ball State,,,,,,,7.2,0.735,146.3,,,,,,,,0.735,,,,146.3
Northern Illinois vs Ball State,Northern Illinois,,,,,,,-7.2,0.265,146.3,,,,,,,,0.265,,,,146.3
Northern Iowa vs Missouri St,Missouri St,,,,,,,,,,,,,11.0,0.3,140.0,,0.3,,,,140.0
