Game,Team,spread_barttorvik,win_prob_barttorvik,projected_total_barttorvik,spread_drating,win_prob_drating,projected_total_drating,spread_evanmiya,win_prob_evanmiya,projected_total_evanmiya,spread_kenpom,win_prob_kenpom,projected_total_kenpom,spread_massey,win_prob_massey,projected_total_massey,Opening Moneyline,Moneyline Win Probability,Opening Spread,theoddsapi_total,Moneyline Edge,average_total
Southern Mississippi vs Arkansas State,Southern Mississippi,,,,,,,-8.7,0.222,147.1,,,,,,,,0.222,,,,147.1
Southern Utah vs California Baptist,California Baptist,,,,,,,1.3,0.546,143.4,,,,,,,,0.546,,,,143.4
Southern Utah vs California Baptist,Southern Utah,,,,,,,-1.3,0.45399999999999996,143.4,,,,,,,,0.45399999999999996,,,,143.4
Southern Utah vs Grand Canyon,Grand Canyon,,,,,,,11.4,0.835,148.6,,,,,,,,0.835,,,,148.6
Southern Utah vs Grand Canyon,Southern Utah,,,,,,,-11.4,0.165,148.6,,,,,,,,0.165,,,,148.6
St Bonaventure vs George Mason,George Mason,,,,,,,,,,,,,2.5,0.41,131.0,,0.41,,,,131.0
St Bonaventure vs George Mason,St Bonaventure,,,,,,,,,,,,,-2.5,0.59,131.0,,0.59,,,,131.0
St Joseph's PA vs St Bonaventure,St Bonaventure,,,,,,,,,,,,,28.5,0.02,120.0,,0.02,,,,120.0
St Joseph's PA vs St Bonaventure,St Joseph's PA,,,,,,,,,,,,,-28.5,0.98,120.0,,0.98,,,,120.0
St Thomas MN vs S Dakota St,S Dakota St,,,,,,,,,,,,,-17.5,0.91,135.0,,0.91,,,,135.0
St Thomas MN vs S Dakota St,St Thomas MN,,,,,,,,,,,,,17.5,0.09,135.0,,0.09,,,,135.0
St. Bonaventure vs George Mason,George Mason,3.3,0.35,121.0,,,,,,,,,,,,,,0.35,,,,121.0
St. Bonaventure vs George Mason,St. Bonaventure,-3.3,0.65,121.0,,,,,,,,,,,,,,0.65,,,,121.0
Stanford vs Florida State,Florida State,,,,,,,-1.5,0.447,148.9,,,,,,,,0.447,,,,148.9
Stanford vs Florida State,Stanford,,,,,,,1.5,0.5529999999999999,148.9,,,,,,,,0.5529999999999999,,,,148.9
Stanford vs Miami (Fla.),Miami (Fla.),,,,,,,-8.0,0.235,155.1,,,,,,,,0.235,,,,155.1
Stanford vs Miami (Fla.),Stanford,,,,,,,8.0,0.765,155.1,,,,,,,,0.765,,,,155.1
Stanford vs Syracuse,Stanford,,,,,,,5.1,0.6729999999999999,151.3,,,,,,,,0.6729999999999999,,,,151.3
Stanford vs Syracuse,Syracuse,,,,,,,-5.1,0.327,151.3,,,,,,,,0.327,,,,151.3
Stephen F. Austin vs Northwestern State,Northwestern State,,,,,,,-4.2,0.349,126.8,,,,,,,,0.349,,,,126.8
Stephen F. Austin vs Northwestern State,Stephen F. Austin,,,,,,,4.2,0.6509999999999999,126.8,,,,,,,,0.6509999999999999,,,,126.8
Stephen F. Austin vs Texas A&M,Stephen F. Austin,,,,,,,-16.1,0.073,129.6,,,,,,,,0.073,,,,129.6
Stephen F. Austin vs Texas A&M,Texas A&M,,,,,,,16.1,0.927,129.6,,,,,,,,0.927,,,,129.6
Stonehill vs Chicago State,Chicago State,,,,,,,-10.2,0.18,133.7,,,,,,,,0.18,,,,133.7
Stonehill vs Chicago State,Stonehill,,,,,,,10.2,0.82,133.7,,,,,,,,0.82,,,,133.7
Stonehill vs Fairleigh Dickinson,Fairleigh Dickinson,,,,,,,-4.2,0.35700000000000004,145.1,,,,,,,,0.35700000000000004,,,,145.1
Stonehill vs Fairleigh Dickinson,Stonehill,,,,,,,4.2,0.643,145.1,,,,,,,,0.643,,,,145.1
Stonehill vs Wagner,Stonehill,,,,,,,4.8,0.674,123.5,,,,,,,,0.674,,,,123.5
Stonehill vs Wagner,Wagner,,,,,,,-4.8,0.326,123.5,,,,,,,,0.326,,,,123.5
Stony Brook vs Campbell,Campbell,,,,,,,3.9,0.638,136.7,,,,,,,,0.638,,,,136.7
Stony Brook vs Campbell,Stony Brook,,,,,,,-3.9,0.36200000000000004,136.7,,,,,,,,0.36200000000000004,,,,136.7
Stony Brook vs North Carolina A&T,North Carolina A&T,,,,,,,-1.9,0.43200000000000005,147.5,,,,,,,,0.43200000000000005,,,,147.5
Stony Brook vs North Carolina A&T,Stony Brook,,,,,,,1.9,0.568,147.5,,,,,,,,0.568,,,,147.5
Syracuse vs Pittsburgh,Pittsburgh,,,,,,,7.5,0.746,151.4,,,,,,,,0.746,,,,151.4
Syracuse vs Pittsburgh,Syracuse,,,,,,,-7.5,0.254,151.4,,,,,,,,0.254,,,,151.4
TCU vs Kansas,Kansas,,,,,,,9.5,0.8029999999999999,136.3,,,,,,,,0.8029999999999999,,,,136.3
TCU vs Kansas,TCU,,,,,,,-9.5,0.19699999999999998,136.3,,,,,,,,0.19699999999999998,,,,136.3
Tarleton State vs Utah Tech,Tarleton State,,,,,,,3.5,0.622,133.9,,,,,,,,0.622,,,,133.9
Tarleton State vs Utah Tech,Utah Tech,,,,,,,-3.5,0.37799999999999995,133.9,,,,,,,,0.37799999999999995,,,,133.9
Temple vs Charlotte,Charlotte,,,,,,,-8.4,0.222,143.4,,,,,,,,0.222,,,,143.4
Temple vs Charlotte,Temple,,,,,,,8.4,0.778,143.4,,,,,,,,0.778,,,,143.4
Tennessee St vs TN Martin,TN Martin,,,,,,,,,,,,,-8.5,0.74,135.0,,0.74,,,,135.0
Tennessee St vs TN Martin,Tennessee St,,,,,,,,,,,,,8.5,0.26,135.0,,0.26,,,,135.0
Tennessee St. vs Tennessee Martin,Tennessee Martin,2.4,0.41,147.0,,,,,,,,,,,,,,0.41,,,,147.0
Tennessee St. vs Tennessee Martin,Tennessee St.,-2.4,0.59,147.0,,,,,,,,,,,,,,0.59,,,,147.0
Tennessee State vs Tennessee Tech,Tennessee State,,,,,,,3.4,0.616,145.3,,,,,,,,0.616,,,,145.3
Tennessee State vs Tennessee Tech,Tennessee Tech,,,,,,,-3.4,0.384,145.3,,,,,,,,0.384,,,,145.3
Tennessee State vs Tennessee-Martin,Tennessee State,,,,,,,3.6,0.624,146.0,,,,,,,,0.624,,,,146.0
Tennessee State vs Tennessee-Martin,Tennessee-Martin,,,,,,,-3.6,0.376,146.0,,,,,,,,0.376,,,,146.0
Tennessee vs Florida,Florida,,,,,,,-2.9,0.4,141.0,,,,,,,,0.4,,,,141.0
Tennessee vs Florida,Tennessee,,,,,,,2.9,0.6,141.0,,,,,,,,0.6,,,,141.0
Tennessee vs Kentucky,Kentucky,,,,,,,-6.9,0.272,149.9,,,,,,,,0.272,,,,149.9
Tennessee vs Kentucky,Tennessee,,,,,,,6.9,0.728,149.9,,,,,,,,0.728,,,,149.9
Tennessee vs Mississippi St,Mississippi St,,,,,,,,,,,,,8.5,0.23,138.0,,0.23,,,,138.0
Tennessee vs Mississippi St,Tennessee,,,,,,,,,,,,,-8.5,0.77,138.0,,0.77,,,,138.0
Tennessee vs Mississippi St.,Mississippi St.,6.7,0.24,137.0,,,,,,,,,,,,,,0.24,,,,137.0
Tennessee vs Mississippi St.,Tennessee,-6.7,0.76,137.0,,,,,,,,,,,,,,0.76,,,,137.0
Tennessee vs Mississippi State,Mississippi State,,,,,,,-7.8,0.24,137.7,,,,,,,,0.24,,,,137.7
Tennessee vs Mississippi State,Tennessee,,,,,,,7.8,0.76,137.7,,,,,,,,0.76,,,,137.7
Tennessee-Martin vs Tennessee Tech,Tennessee Tech,,,,,,,-2.0,0.429,141.2,,,,,,,,0.429,,,,141.2
Tennessee-Martin vs Tennessee Tech,Tennessee-Martin,,,,,,,2.0,0.5710000000000001,141.2,,,,,,,,0.5710000000000001,,,,141.2
Texas A&M vs Oklahoma,Oklahoma,,,,,,,-8.7,0.217,145.8,,,,,,,,0.217,,,,145.8
Texas A&M vs Oklahoma,Texas A&M,,,,,,,8.7,0.7829999999999999,145.8,,,,,,,,0.7829999999999999,,,,145.8
Texas A&M-Corpus Christi vs McNeese State,McNeese State,,,,,,,8.9,0.7879999999999999,144.2,,,,,,,,0.7879999999999999,,,,144.2
Texas A&M-Corpus Christi vs McNeese State,Texas A&M-Corpus Christi,,,,,,,-8.9,0.212,144.2,,,,,,,,0.212,,,,144.2
Texas A&M-Corpus Christi vs Nicholls State,Nicholls State,,,,,,,-3.5,0.379,149.5,,,,,,,,0.379,,,,149.5
Texas A&M-Corpus Christi vs Nicholls State,Texas A&M-Corpus Christi,,,,,,,3.5,0.621,149.5,,,,,,,,0.621,,,,149.5
Texas State vs Louisiana-Lafayette,Louisiana-Lafayette,,,,,,,-10.6,0.165,142.3,,,,,,,,0.165,,,,142.3
Texas State vs Louisiana-Lafayette,Texas State,,,,,,,10.6,0.835,142.3,,,,,,,,0.835,,,,142.3
Texas Tech vs Oklahoma State,Oklahoma State,,,,,,,-18.0,0.053,146.3,,,,,,,,0.053,,,,146.3
Texas Tech vs Oklahoma State,Texas Tech,,,,,,,18.0,0.9470000000000001,146.3,,,,,,,,0.9470000000000001,,,,146.3
Texas Tech vs TCU,TCU,,,,,,,-13.4,0.109,139.2,,,,,,,,0.109,,,,139.2
Texas Tech vs TCU,Texas Tech,,,,,,,13.4,0.8909999999999999,139.2,,,,,,,,0.8909999999999999,,,,139.2
Texas vs Missouri,Missouri,1.3,0.45,151.0,,,,1.4,0.5479999999999999,151.1,,,,2.5,0.31,146.0,,0.45,,,,149.36666666666667
Texas vs Missouri,Texas,-1.3,0.55,151.0,,,,-1.4,0.452,151.1,,,,-2.5,0.69,146.0,,0.55,,,,149.36666666666667
Texas vs Texas A&M,Texas,,,,,,,-4.9,0.332,143.3,,,,,,,,0.332,,,,143.3
Texas vs Texas A&M,Texas A&M,,,,,,,4.9,0.6679999999999999,143.3,,,,,,,,0.6679999999999999,,,,143.3
Texas-Rio Grande Valley vs McNeese State,McNeese State,,,,,,,10.6,0.8290000000000001,144.5,,,,,,,,0.8290000000000001,,,,144.5
Texas-Rio Grande Valley vs McNeese State,Texas-Rio Grande Valley,,,,,,,-10.6,0.171,144.5,,,,,,,,0.171,,,,144.5
Texas-Rio Grande Valley vs Nicholls State,Nicholls State,,,,,,,0.2,0.507,149.9,,,,,,,,0.507,,,,149.9
Texas-Rio Grande Valley vs Nicholls State,Texas-Rio Grande Valley,,,,,,,-0.2,0.493,149.9,,,,,,,,0.493,,,,149.9
The Citadel vs Western Carolina,The Citadel,,,,,,,3.1,0.607,135.1,,,,,,,,0.607,,,,135.1
The Citadel vs Western Carolina,Western Carolina,,,,,,,-3.1,0.39299999999999996,135.1,,,,,,,,0.39299999999999996,,,,135.1
Toledo vs Kent,Kent,,,,,,,,,,,,,1.0,0.38,144.0,,0.38,,,,144.0
Toledo vs Kent,Toledo,,,,,,,,,,,,,-1.0,0.62,144.0,,0.62,,,,144.0
Toledo vs Kent St.,Kent St.,2.0,0.42,138.0,,,,,,,,,,,,,,0.42,,,,138.0
Toledo vs Kent St.,Toledo,-2.0,0.58,138.0,,,,,,,,,,,,,,0.58,,,,138.0
Toledo vs Kent State,Kent State,,,,,,,0.3,0.51,144.5,,,,,,,,0.51,,,,144.5
Toledo vs Kent State,Toledo,,,,,,,-0.3,0.49,144.5,,,,,,,,0.49,,,,144.5
Toronto vs Orlando,Orlando,,,,,,,,,,,,,-3.51,0.57,215.0,,0.57,,,,215.0
Toronto vs Orlando,Toronto,,,,,,,,,,,,,3.51,0.43,215.0,,0.43,,,,215.0
Towson vs North Carolina A&T,North Carolina A&T,,,,,,,-10.0,0.18100000000000002,138.7,,,,,,,,0.18100000000000002,,,,138.7
Towson vs North Carolina A&T,Towson,,,,,,,10.0,0.8190000000000001,138.7,,,,,,,,0.8190000000000001,,,,138.7
Troy vs Georgia Southern,Georgia Southern,,,,,,,-14.1,0.106,144.5,,,,,,,,0.106,,,,144.5
Troy vs Georgia Southern,Troy,,,,,,,14.1,0.894,144.5,,,,,,,,0.894,,,,144.5
Troy vs South Alabama,South Alabama,,,,,,,-3.4,0.376,130.9,,,,,,,,0.376,,,,130.9
Troy vs South Alabama,Troy,,,,,,,3.4,0.624,130.9,,,,,,,,0.624,,,,130.9
Troy vs Southern Mississippi,Southern Mississippi,,,,,,,-13.4,0.11699999999999999,141.5,,,,,,,,0.11699999999999999,,,,141.5
Troy vs Southern Mississippi,Troy,,,,,,,13.4,0.883,141.5,,,,,,,,0.883,,,,141.5
Tulane vs Memphis,Memphis,,,,,,,7.2,0.735,149.7,,,,,,,,0.735,,,,149.7
Tulane vs Memphis,Tulane,,,,,,,-7.2,0.265,149.7,,,,,,,,0.265,,,,149.7
Tulane vs South Florida,South Florida,,,,,,,,,,,,,-4.5,0.6,124.0,,0.6,,,,124.0
Tulane vs South Florida,Tulane,,,,,,,,,,,,,4.5,0.4,124.0,,0.4,,,,124.0
Tulsa vs East Carolina,East Carolina,-1.6,0.57,135.0,,,,1.7,0.5589999999999999,138.0,,,,5.0,0.5,143.0,,0.5589999999999999,,,,138.66666666666666
Tulsa vs East Carolina,Tulsa,1.6,0.43,135.0,,,,-1.7,0.441,138.0,,,,-5.0,0.5,143.0,,0.441,,,,138.66666666666666
Tulsa vs UAB,Tulsa,,,,,,,-10.8,0.172,151.9,,,,,,,,0.172,,,,151.9
Tulsa vs UAB,UAB,,,,,,,10.8,0.828,151.9,,,,,,,,0.828,,,,151.9
Tulsa vs Wichita State,Tulsa,,,,,,,-4.6,0.344,145.8,,,,,,,,0.344,,,,145.8
Tulsa vs Wichita State,Wichita State,,,,,,,4.6,0.6559999999999999,145.8,,,,,,,,0.6559999999999999,,,,145.8
UAB vs Rice,Rice,,,,,,,,,,,,,-3.5,0.57,135.0,,0.57,,,,135.0
UAB vs Rice,UAB,,,,,,,,,,,,,3.5,0.43,135.0,,0.43,,,,135.0
UAB vs UT San Antonio,UAB,,,,,,,,,,,,,-11.5,0.84,162.0,,0.84,,,,162.0
UAB vs UT San Antonio,UT San Antonio,,,,,,,,,,,,,11.5,0.16,162.0,,0.16,,,,162.0
UAB vs UTSA,UAB,-15.7,0.87,171.0,,,,12.4,0.86,163.9,,,,,,,,0.865,,,,167.45
UAB vs UTSA,UTSA,15.7,0.13,171.0,,,,-12.4,0.14,163.9,,,,,,,,0.135,,,,167.45
UC Davis vs Hawaii,Hawaii,,,,,,,0.1,0.504,133.8,,,,,,,,0.504,,,,133.8
UC Davis vs Hawaii,UC Davis,,,,,,,-0.1,0.496,133.8,,,,,,,,0.496,,,,133.8
UC Irvine vs Hawaii,Hawaii,,,,,,,-13.2,0.11599999999999999,136.3,,,,,,,,0.11599999999999999,,,,136.3
UC Irvine vs Hawaii,UC Irvine,,,,,,,13.2,0.884,136.3,,,,,,,,0.884,,,,136.3
UC Riverside vs UC Davis,UC Davis,,,,,,,-4.9,0.331,136.4,,,,,,,,0.331,,,,136.4
UC Riverside vs UC Davis,UC Riverside,,,,,,,4.9,0.669,136.4,,,,,,,,0.669,,,,136.4
UC Riverside vs UC Irvine,UC Irvine,,,,,,,7.3,0.741,139.0,,,,,,,,0.741,,,,139.0
UC Riverside vs UC Irvine,UC Riverside,,,,,,,-7.3,0.259,139.0,,,,,,,,0.259,,,,139.0
UC San Diego vs Cal State Northridge,Cal State Northridge,,,,,,,-9.5,0.20600000000000002,148.8,,,,,,,,0.20600000000000002,,,,148.8
UC San Diego vs Cal State Northridge,UC San Diego,,,,,,,9.5,0.794,148.8,,,,,,,,0.794,,,,148.8
UC San Diego vs UC Santa Barbara,UC San Diego,,,,,,,8.2,0.7709999999999999,138.7,,,,,,,,0.7709999999999999,,,,138.7
UC San Diego vs UC Santa Barbara,UC Santa Barbara,,,,,,,-8.2,0.22899999999999998,138.7,,,,,,,,0.22899999999999998,,,,138.7
UC Santa Barbara vs Cal State Northridge,Cal State Northridge,,,,,,,-3.1,0.395,146.2,,,,,,,,0.395,,,,146.2
UC Santa Barbara vs Cal State Northridge,UC Santa Barbara,,,,,,,3.1,0.605,146.2,,,,,,,,0.605,,,,146.2
UCF vs TCU,TCU,,,,,,,-0.3,0.49,143.2,,,,,,,,0.49,,,,143.2
UCF vs TCU,UCF,,,,,,,0.3,0.51,143.2,,,,,,,,0.51,,,,143.2
UCLA vs Oregon,Oregon,,,,,,,-2.0,0.42700000000000005,139.1,,,,,,,,0.42700000000000005,,,,139.1
UCLA vs Oregon,UCLA,,,,,,,2.0,0.573,139.1,,,,,,,,0.573,,,,139.1
UCLA vs Wisconsin,UCLA,-1.7,0.57,141.0,,,,0.3,0.51,141.0,,,,-4.0,0.54,136.0,,0.54,,,,139.33333333333334
UCLA vs Wisconsin,Wisconsin,1.7,0.43,141.0,,,,-0.3,0.49,141.0,,,,4.0,0.46,136.0,,0.46,,,,139.33333333333334
UMBC vs Bryant,Bryant,,,,,,,6.6,0.711,163.7,,,,,,,,0.711,,,,163.7
UMBC vs Bryant,UMBC,,,,,,,-6.6,0.289,163.7,,,,,,,,0.289,,,,163.7
UMass Lowell vs Maine,Maine,,,,,,,-2.9,0.397,143.6,,,,,,,,0.397,,,,143.6
UMass Lowell vs Maine,UMass Lowell,,,,,,,2.9,0.603,143.6,,,,,,,,0.603,,,,143.6
UMass Lowell vs New Hampshire,New Hampshire,,,,,,,-16.2,0.077,145.5,,,,,,,,0.077,,,,145.5
UMass Lowell vs New Hampshire,UMass Lowell,,,,,,,16.2,0.9229999999999999,145.5,,,,,,,,0.9229999999999999,,,,145.5
UNC Asheville vs Gardner Webb,Gardner Webb,,,,,,,,,,,,,-4.5,0.6,132.0,,0.6,,,,132.0
UNC Asheville vs Gardner Webb,UNC Asheville,,,,,,,,,,,,,4.5,0.4,132.0,,0.4,,,,132.0
UNC Asheville vs Radford,Radford,,,,,,,-3.9,0.36,147.4,,,,,,,,0.36,,,,147.4
UNC Asheville vs Radford,UNC Asheville,,,,,,,3.9,0.64,147.4,,,,,,,,0.64,,,,147.4
UNC Greensboro vs East Tennessee State,East Tennessee State,,,,,,,-3.3,0.382,135.4,,,,,,,,0.382,,,,135.4
UNC Greensboro vs East Tennessee State,UNC Greensboro,,,,,,,3.3,0.618,135.4,,,,,,,,0.618,,,,135.4
UNC Greensboro vs Mercer,Mercer,,,,,,,-10.2,0.179,140.9,,,,,,,,0.179,,,,140.9
UNC Greensboro vs Mercer,UNC Greensboro,,,,,,,10.2,0.821,140.9,,,,,,,,0.821,,,,140.9
UNC Wilmington vs Hampton,Hampton,,,,,,,-8.0,0.22899999999999998,138.4,,,,,,,,0.22899999999999998,,,,138.4
UNC Wilmington vs Hampton,UNC Wilmington,,,,,,,8.0,0.7709999999999999,138.4,,,,,,,,0.7709999999999999,,,,138.4
UNLV MWC vs Wyoming,UNLV MWC,,,,,,,,,,9.0,0.21,135.0,,,,,0.21,,,,135.0
UNLV MWC vs Wyoming,Wyoming,,,,,,,,,,-9.0,0.79,135.0,,,,,0.79,,,,135.0
UNLV vs New Mexico,New Mexico,,,,,,,4.4,0.649,148.2,,,,,,,,0.649,,,,148.2
UNLV vs New Mexico,UNLV,,,,,,,-4.4,0.35100000000000003,148.2,,,,,,,,0.35100000000000003,,,,148.2
UNLV vs Wyoming,UNLV,-9.3,0.82,133.0,,,,8.5,0.785,136.9,,,,-8.5,0.74,139.0,,0.785,,,,136.29999999999998
UNLV vs Wyoming,Wyoming,9.3,0.18,133.0,,,,-8.5,0.215,136.9,,,,8.5,0.26,139.0,,0.215,,,,136.29999999999998
USC vs Michigan State,Michigan State,,,,,,,5.6,0.688,146.1,,,,,,,,0.688,,,,146.1
USC vs Michigan State,USC,,,,,,,-5.6,0.312,146.1,,,,,,,,0.312,,,,146.1
USC vs UCLA,UCLA,,,,,,,1.4,0.551,139.8,,,,,,,,0.551,,,,139.8
USC vs UCLA,USC,,,,,,,-1.4,0.449,139.8,,,,,,,,0.449,,,,139.8
UT Arlington vs Seattle,Seattle,,,,,,,0.3,0.511,145.6,,,,,,,,0.511,,,,145.6
UT Arlington vs Seattle,UT Arlington,,,,,,,-0.3,0.489,145.6,,,,,,,,0.489,,,,145.6
UT Arlington vs Southern Utah,Southern Utah,,,,,,,-6.0,0.304,150.4,,,,,,,,0.304,,,,150.4
UT Arlington vs Southern Utah,UT Arlington,,,,,,,6.0,0.696,150.4,,,,,,,,0.696,,,,150.4
UT San Antonio vs Tulsa,Tulsa,,,,,,,,,,,,,5.5,0.36,130.0,,0.36,,,,130.0
UT San Antonio vs Tulsa,UT San Antonio,,,,,,,,,,,,,-5.5,0.64,130.0,,0.64,,,,130.0
UTEP vs Jacksonville State,Jacksonville State,,,,,,,-5.2,0.32,140.0,,,,,,,,0.32,,,,140.0
UTEP vs Jacksonville State,UTEP,,,,,,,5.2,0.68,140.0,,,,,,,,0.68,,,,140.0
UTEP vs Kennesaw State,Kennesaw State,,,,,,,-7.6,0.254,147.6,,,,,,,,0.254,,,,147.6
UTEP vs Kennesaw State,UTEP,,,,,,,7.6,0.746,147.6,,,,,,,,0.746,,,,147.6
UTSA vs Temple,Temple,,,,,,,2.9,0.601,155.7,,,,,,,,0.601,,,,155.7
UTSA vs Temple,UTSA,,,,,,,-2.9,0.39899999999999997,155.7,,,,,,,,0.39899999999999997,,,,155.7
Utah St vs New Mexico,New Mexico,,,,,,,,,,,,,-12.5,0.83,141.0,,0.83,,,,141.0
Utah St vs New Mexico,Utah St,,,,,,,,,,,,,12.5,0.17,141.0,,0.17,,,,141.0
Utah State vs Nevada,Nevada,,,,,,,-4.1,0.35600000000000004,143.9,,,,,,,,0.35600000000000004,,,,143.9
Utah State vs Nevada,Utah State,,,,,,,4.1,0.644,143.9,,,,,,,,0.644,,,,143.9
Utah State vs UNLV,UNLV,,,,,,,-8.6,0.218,146.7,,,,,,,,0.218,,,,146.7
Utah State vs UNLV,Utah State,,,,,,,8.6,0.782,146.7,,,,,,,,0.782,,,,146.7
Utah Tech vs Grand Canyon,Grand Canyon,,,,,,,13.2,0.875,148.1,,,,,,,,0.875,,,,148.1
Utah Tech vs Grand Canyon,Utah Tech,,,,,,,-13.2,0.125,148.1,,,,,,,,0.125,,,,148.1
Utah vs Baylor,Baylor,,,,,,,7.2,0.737,147.6,,,,,,,,0.737,,,,147.6
Utah vs Baylor,Utah,,,,,,,-7.2,0.263,147.6,,,,,,,,0.263,,,,147.6
Utah vs Cincinnati,Cincinnati,,,,,,,3.6,0.624,136.9,,,,,,,,0.624,,,,136.9
Utah vs Cincinnati,Utah,,,,,,,-3.6,0.376,136.9,,,,,,,,0.376,,,,136.9
Utah vs Kansas,Kansas,,,,,,,,,,,,,8.5,0.26,135.0,,0.26,,,,135.0
Utah vs Kansas,Utah,,,,,,,,,,,,,-8.5,0.74,135.0,,0.74,,,,135.0
VCU vs Saint Bonaventure,Saint Bonaventure,,,,,,,-11.7,0.138,130.5,,,,,,,,0.138,,,,130.5
VCU vs Saint Bonaventure,VCU,,,,,,,11.7,0.862,130.5,,,,,,,,0.862,,,,130.5
VMI vs Furman,Furman,,,,,,,9.9,0.813,143.1,,,,,,,,0.813,,,,143.1
VMI vs Furman,VMI,,,,,,,-9.9,0.187,143.1,,,,,,,,0.187,,,,143.1
VMI vs UNC Greensboro,UNC Greensboro,,,,,,,10.6,0.833,139.5,,,,,,,,0.833,,,,139.5
VMI vs UNC Greensboro,VMI,,,,,,,-10.6,0.16699999999999998,139.5,,,,,,,,0.16699999999999998,,,,139.5
Valparaiso vs Evansville,Evansville,,,,,,,-7.3,0.257,135.3,,,,,,,,0.257,,,,135.3
Valparaiso vs Evansville,Valparaiso,,,,,,,7.3,0.743,135.3,,,,,,,,0.743,,,,135.3
Valparaiso vs Southern Illinois,Southern Illinois,,,,,,,-1.6,0.445,143.7,,,,,,,,0.445,,,,143.7
Valparaiso vs Southern Illinois,Valparaiso,,,,,,,1.6,0.555,143.7,,,,,,,,0.555,,,,143.7
Vanderbilt vs Kentucky,Kentucky,,,,,,,2.7,0.5920000000000001,162.9,,,,,,,,0.5920000000000001,,,,162.9
Vanderbilt vs Kentucky,Vanderbilt,,,,,,,-2.7,0.408,162.9,,,,,,,,0.408,,,,162.9
Vermont vs NJIT,NJIT,,,,,,,-16.1,0.063,121.7,,,,,,,,0.063,,,,121.7
Vermont vs NJIT,Vermont,,,,,,,16.1,0.937,121.7,,,,,,,,0.937,,,,121.7
Vermont vs UMBC,UMBC,,,,,,,-8.1,0.23199999999999998,141.1,,,,,,,,0.23199999999999998,,,,141.1
Vermont vs UMBC,Vermont,,,,,,,8.1,0.768,141.1,,,,,,,,0.768,,,,141.1
Virginia Tech vs Clemson,Clemson,,,,,,,8.9,0.799,138.2,,,,,,,,0.799,,,,138.2
Virginia Tech vs Clemson,Virginia Tech,,,,,,,-8.9,0.201,138.2,,,,,,,,0.201,,,,138.2
Virginia vs Boston College,Boston College,6.5,0.23,123.0,,,,-6.9,0.259,129.2,,,,9.0,0.26,128.0,,0.259,,,,126.73333333333333
Virginia vs Boston College,Virginia,-6.5,0.77,123.0,,,,6.9,0.741,129.2,,,,-9.0,0.74,128.0,,0.741,,,,126.73333333333333
Virginia vs Notre Dame,Notre Dame,,,,,,,2.1,0.5820000000000001,128.8,,,,,,,,0.5820000000000001,,,,128.8
Virginia vs Notre Dame,Virginia,,,,,,,-2.1,0.418,128.8,,,,,,,,0.418,,,,128.8
W Michigan vs N Illinois,N Illinois,,,,,,,,,,,,,10.5,0.32,147.0,,0.32,,,,147.0
W Michigan vs N Illinois,W Michigan,,,,,,,,,,,,,-10.5,0.68,147.0,,0.68,,,,147.0
Wake Forest vs Duke,Duke,,,,,,,10.4,0.8270000000000001,137.5,,,,,,,,0.8270000000000001,,,,137.5
Wake Forest vs Duke,Wake Forest,,,,,,,-10.4,0.17300000000000001,137.5,,,,,,,,0.17300000000000001,,,,137.5
Wake Forest vs North Carolina,North Carolina,-1.4,0.56,144.0,,,,0.5,0.517,147.6,,,,-2.5,0.56,150.0,,0.56,,,,147.20000000000002
Wake Forest vs North Carolina,Wake Forest,1.4,0.44,144.0,,,,-0.5,0.483,147.6,,,,2.5,0.44,150.0,,0.44,,,,147.20000000000002
Washington State vs Saint Mary's,Saint Mary's,,,,,,,4.2,0.647,142.0,,,,,,,,0.647,,,,142.0
Washington State vs Saint Mary's,Washington State,,,,,,,-4.2,0.353,142.0,,,,,,,,0.353,,,,142.0
Washington vs Iowa,Iowa,,,,,,,,,,,,,-8.5,0.72,138.0,,0.72,,,,138.0
Washington vs Iowa,Washington,,,,,,,,,,,,,8.5,0.28,138.0,,0.28,,,,138.0
Washington vs UCLA,UCLA,,,,,,,6.3,0.7140000000000001,137.5,,,,,,,,0.7140000000000001,,,,137.5
Washington vs UCLA,Washington,,,,,,,-6.3,0.28600000000000003,137.5,,,,,,,,0.28600000000000003,,,,137.5
Weber State vs Idaho,Idaho,,,,,,,-2.0,0.42700000000000005,143.1,,,,,,,,0.42700000000000005,,,,143.1
Weber State vs Idaho,Weber State,,,,,,,2.0,0.573,143.1,,,,,,,,0.573,,,,143.1
West Georgia vs Jacksonville,Jacksonville,,,,,,,9.3,0.794,137.8,,,,,,,,0.794,,,,137.8
West Georgia vs Jacksonville,West Georgia,,,,,,,-9.3,0.20600000000000002,137.8,,,,,,,,0.20600000000000002,,,,137.8
West Georgia vs North Florida,North Florida,,,,,,,6.1,0.7,159.1,,,,,,,,0.7,,,,159.1
West Georgia vs North Florida,West Georgia,,,,,,,-6.1,0.3,159.1,,,,,,,,0.3,,,,159.1
West Virginia vs Arizona St,Arizona St,,,,,,,,,,,,,7.0,0.31,139.0,,0.31,,,,139.0
West Virginia vs Arizona St,West Virginia,,,,,,,,,,,,,-7.0,0.69,139.0,,0.69,,,,139.0
West Virginia vs Arizona St.,Arizona St.,10.1,0.14,131.0,,,,,,,,,,,,,,0.14,,,,131.0
